Guid,AccountId,LastName,FirstName,Salutation,OtherStreet,OtherCity,OtherState,OtherPostalCode,OtherCountry,OtherLatitude,OtherLongitude,OtherGeocodeAccuracy,MailingStreet,MailingCity,MailingState,MailingPostalCode,MailingCountry,MailingLatitude,MailingLongitude,MailingGeocodeAccuracy,Phone,Fax,MobilePhone,HomePhone,OtherPhone,AssistantPhone,Email,Title,Department,AssistantName,LeadSource,Birthdate,Description,HasOptedOutOfEmail,EmailBouncedReason,EmailBouncedDate,Jigsaw,ContactSource,TitleType,DepartmentGroup,BuyerAttributes,ccrz__CompanyName__c,ccrz__CompanyType__c,ccrz__DataId__c,ccrz__IsPortalUser__c,ccrz__SelfRegistered__c,Product_Areas__c
05c3d49d-0c8c-4416-b5cd-a9d342ebc1e9,26a90565-5350-41f1-aa93-eaadbeae5645,Guilbert,Pearline,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,97 Gordon Terrace,BARTON BENDISH,#N/A,PE33 1YD,UK,#N/A,#N/A,#N/A,76 4352 5277,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+118@gmail.com,CFO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
05c96405-954c-4ccc-809c-721f74e91214,d4cc3959-3472-4eb9-bfe9-a9b15f836a50,Anthony,Prissie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(588) 256-5616,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+189@gmail.com,"Senior Vice President, Legal, General Counsel and Corporate Secretary",#N/A,#N/A,#N/A,#N/A,Serves as counsel providing oversight on all legal issues impacting the corporation,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
06a7bb08-9f16-4b69-9e7a-7863feb4316e,39a5f6b9-a18b-4ee0-a1e7-b276f715a1cb,Hagan,Engracia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Reliant Parkway,Houston,TX,77504,USA,#N/A,#N/A,#N/A,(413) 376-8445,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+729@gmail.com,"VP, Strategic Planning",#N/A,#N/A,#N/A,#N/A,"Mark A. Nelson, 54, will become vice president of Midstream, Strategy & Policy for Chevron Corporation on February 1, 2018. He was appointed to this position on September 27, 2017.",false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
06b4b9c0-4465-49b7-b8fa-4264d0be76c2,ba05f0c8-79fb-4835-aaa0-a376e1689fd0,Neale,Adria,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(312)659-4516,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+294@gmail.com,CFO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
0709d7bf-8d0c-4abc-8fa3-4714f949a30d,38669415-6bbb-4177-976e-91b0d255898e,Innis,Eada,#N/A,347-359 Milperra Road,Bankstown Airport,NSW,2041,Australia,#N/A,#N/A,#N/A,347-359 Milperra Road,Bankstown Airport,NSW,2041,Australia,#N/A,#N/A,#N/A,(02) 8975 6304,(02) 8975 6304,0420 299 648,#N/A,#N/A,(02) 8975 6304,jmanningcongagdo+142@gmail.com,"Director, Customer Service",Operations,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
0752cea1-2b71-49d2-a74e-3cad1b1a5505,9ec52262-7e0f-4751-bddb-c93b6e20c2cb,Wilt,Trude,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,24 Willie Mays Plaza,San Francisco,CA,94107,USA,#N/A,#N/A,#N/A,(691) 229-7599,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+129@gmail.com,Chairman and CEO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
08d0fb63-f07e-4f97-850d-fb514144624b,0d854576-00f2-4703-aa47-0ec2266f8594,Burton,Tuesday,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,011 49 69 3576 6843,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+634@gmail.com,CIO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
09175214-f6b2-43c4-a81f-fee6b0cefe0d,838f977b-7602-4ea3-a759-3488d07ea9ba,Barret,Orsola,#N/A,#N/A,#N/A,#N/A,2347,#N/A,#N/A,#N/A,#N/A,88 Bailey Street,CARODA,NSW,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 3985,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+659@gmail.com,SVP,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
097a19ed-dc66-4741-9134-322ddf9b0188,078d194d-98c9-441d-97a0-fc6709abf638,Ethan,Livvie,#N/A,#N/A,#N/A,#N/A,3293,#N/A,#N/A,#N/A,#N/A,32 Railway Street,GLENTHOMPSON,VIC,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 4007,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+716@gmail.com,CEO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
09ff6caf-b498-4fb1-9e8b-6b67d3fc1e65,bd5e2e4b-0734-45b9-a427-837ec4999aba,Deck,Albertine,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(484)576-8705,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+367@gmail.com,CFO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
0a0c7bc7-63c6-464f-8d11-103ecfecd264,81b825ec-df84-4f42-907b-02c39c802a0b,Paten,Gipsy,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,011 49 69 3576 6843,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+479@gmail.com,"Vice President, IT",#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
0aa7721d-4b92-4566-a13e-71a07a251511,e03ca115-f212-4f8e-b4e1-bad754f8f173,Andrej,Bette,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(484)576-8706,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+245@gmail.com,CSO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
0ab40490-261f-4995-98c8-edf727320586,078d194d-98c9-441d-97a0-fc6709abf638,Chalmers,Sydel,#N/A,550 Roma St,Brisbane,QLD,4000,Australia,#N/A,#N/A,#N/A,550 Roma St,Brisbane,QLD,4000,Australia,#N/A,#N/A,#N/A,(07) 7158 7469,(07) 7158 7469,0415 237 235,#N/A,#N/A,(07) 7158 7469,jmanningcongagdo+101@gmail.com,Director of Operations,Operations,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
0ac84285-432d-4150-a9e5-1d05cc9243a1,61861c5a-7879-42b6-bfec-6526a7989c85,Lambert,Giselle,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(984) 398-8169,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+378@gmail.com,SEVP & General Counsel,#N/A,#N/A,#N/A,#N/A,"David joined AT&T in January 2012 as Senior Vice President and Assistant General Counsel. Prior to joining AT&T, he was a partner of Haynes and Boone, LLP, an Am Law 100 firm based in Dallas, Texas, where he specialized in complex litigation matters, antitrust, and government investigations, and was the Administrative Partner of the firm’s Dallas office. Prior to joining Haynes and Boone, David was Senior Law Clerk to United States District Judge Jerry Buchmeyer, then Chief Judge of the Northern District of Texas.",false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
0b6f7f0a-b172-4b51-a1f4-7848e47cacb9,382892b9-7d9c-4069-8b02-5b575c2f3b06,Wilfred,Rhodia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(442)666-1796,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+253@gmail.com,CEO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
0cbeb7d1-70f9-48a4-ae81-a99a61959c0d,ce50a310-950c-4837-ba53-fec863d4bf5f,Ebeneser,Sadye,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1 AT&T Way,Arlington,TX,76011,USA,#N/A,#N/A,#N/A,(437) 738-8912,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+592@gmail.com,"EVP, General Counsel and Secretary",#N/A,#N/A,#N/A,#N/A,"Mr. William H. McDavid has been an Executive Vice President, General Counsel and Corporate Secretary at Federal Home Loan Mortgage Corporation since July 16, 2012. In the role as Principal Legal Counsel to Freddie Mac, Mr. McDavid has oversight and management responsibility for all legal and regulatory strategies, services and resources and corporate governance matters.",false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
0d3b6a16-0c26-4de8-b94f-90f9e4bd2f53,d49afe24-72f2-4708-a033-1965ef512787,Kristo,Valerye,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(223) 898-4313,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+470@gmail.com,Executive VP,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
0d527dba-5c17-47e5-b9d0-099b5e06a676,717e985c-df4a-4a56-8332-d6b04aa98159,Amby,Darelle,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,202-555-0104,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+153@gmail.com,SVP - Development,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
0dd37332-1648-4167-a3e3-89028bd1256a,bfff17a1-9be0-45db-a078-eea0ef614d85,Tucky,Emyle,#N/A,#N/A,#N/A,#N/A,2454,#N/A,#N/A,#N/A,#N/A,88 Bailey Street,KALANG,NSW,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 3949,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+567@gmail.com,SVP,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
0de936eb-dd3e-47a1-8be5-67c88807683f,450e9378-424f-4fab-ae6e-3b3ff90eb2ea,Harcourt,Jennie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1 Titans Way,Nashville,TN,37213,USA,#N/A,#N/A,#N/A,(102) 111-5274,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+869@gmail.com,CEO,#N/A,#N/A,#N/A,#N/A,"Mr. Calantzopoulos was named Chief Executive Officer and was elected to the Board of Directors on May 8, 2013. He served as Chief Operating Officer from our spin-off on March 28, 2008 to May 8, 2013. Mr. Calantzopoulos was PMI’s President and Chief Executive Officer between 2002 and the date of the spin-off.",false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
0e9c68b3-0778-42ec-ae03-d632b803ed51,e8ed56e3-5309-46cc-9ce0-f1726239cb00,Lawrence,Danice,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,14 Ross Road,Marple,#N/A,SK6 4HJ,UK,#N/A,#N/A,#N/A,85 0017 4455,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+120@gmail.com,CEO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
0f0780f9-785d-491d-b96c-614416fd3b0b,cd63405b-489a-4d4f-bf7f-2a20adad5456,Kristian,Timmy,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,+44 20 5678 9900,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+481@gmail.com,CEO,#N/A,#N/A,#N/A,1966-10-11,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
0fd8ad5e-ab18-4517-a595-8217df998367,b0ea7374-3993-4cf1-9270-4aef56bff254,Elwyn,Aridatha,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100 Art Rooney Avenue,Pittsburgh,PA,15212,USA,#N/A,#N/A,#N/A,(511) 965-2668,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+825@gmail.com,CEO,#N/A,#N/A,#N/A,#N/A,"Gregory J. (Greg) Goff is Chairman, President and Chief Executive Officer for Andeavor. He is also Chairman and Chief Executive Officer of Andeavor Logistics GP, LLC.",false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
105c4a18-773b-49ec-897a-21d047bf8907,e911cfb9-d4f3-4e43-a427-f7f8d95b4864,Stanleigh,Fania,#N/A,50 Kerra Way,Docklands,VIC,3008,Australia,#N/A,#N/A,#N/A,50 Kerra Way,Docklands,VIC,3008,Australia,#N/A,#N/A,#N/A,(03) 7133 8494,(03) 7133 8494,0420 873 677,#N/A,#N/A,(03) 7133 8494,jmanningcongagdo+795@gmail.com,General Counsel,Legal,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
106609e9-b0ed-4279-ad64-cb3dcab80a3a,a57a2d37-668b-48dd-b9ea-8fd8bc601682,Theodoric,Tanhya,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(908) 616-8890,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+534@gmail.com,"EVP, Legal & Government Affairs, General Counsel, Corporate Secretary",#N/A,#N/A,#N/A,1976-09-26,"Paula Johnson is executive vice president, Legal and Government affairs, general counsel, and corporate secretary for Phillips 66, a diversified energy manufacturing and logistics company. She has nearly 25 years of legal experience.",false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
114bea3b-e13e-4837-a518-fe58e7ef9c42,46183cac-0021-4eef-b564-6bf8395c67b6,Saunders,Dori,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(219) 346-5121,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+350@gmail.com,CFO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
11605f52-e428-465e-93c7-ec027283467b,d4cc3959-3472-4eb9-bfe9-a9b15f836a50,Alex,Melva,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(276)956-8748,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+209@gmail.com,CTO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
11631a03-8cd3-4c15-8704-241a6f3c7a12,b0ea7374-3993-4cf1-9270-4aef56bff254,Bryce,Catherin,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100 Art Rooney Avenue,Pittsburgh,PA,15212,USA,#N/A,#N/A,#N/A,(228) 983-3203,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+827@gmail.com,"SVP, Marketing",#N/A,#N/A,#N/A,#N/A,"Michael Morrison is Senior Vice President, Marketing for Andeavor. Mr. Morrison joined Andeavor in 2016, bringing more than 30 years of experience in the downstream business to his role.",false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
11700052-a98f-48b3-b830-eeeeddfbf275,4a6fe7d4-ed81-4322-98f7-4f55e975336a,Charlton,Kynthia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(417)579-6038,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+207@gmail.com,COO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
1173627a-764e-41fe-adc5-83a6a2d15f40,4926556e-5116-4a28-aeac-2fb73cdf2e3e,Pooh,Aviva,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,97 Gordon Terrace,BARTON BENDISH,#N/A,PE33 1YD,UK,#N/A,#N/A,#N/A,070 4352 5277,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+57@gmail.com,CFO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
